Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Uplink Tone,EchoLink,IRLP,Notes,Downlink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Web links,Links,Nets,Bandwidth,AllStar,Talkgroups,Rocky Mountain Wide,Central Regional,Affiliate,Mixed-Mode,On-air,Commands,Local/Cluster,Colorado,REACT,CO-Park County,Northern Colorado Regional,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,P-25 Digital Enabled,NAC,Default Reflector,Southern Colorado,TAC 310,TAC 311,Colorado Chat,Local Network,Eastern Colorado,Devilshead Local,Location Photo,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Worldwide,English,BYRG
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,189.57,NW,,08,18416,40.57759857,-105.09300232,446.7625,441.7625,,,,Larimer,,On-Air,,RMHAM,,,2020-02-10,,,,,,yes,8,,c Record retrieved from radioid.net,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,CSUARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,189.57,NW,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,,,,Larimer,,On-Air,,RMHAM,,,2020-02-10,,,,,,yes,8,,c Record retrieved from radioid.net,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,,,,,,CSUARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,S,189.58,NW,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,,,,Larimer,DN70KN,On-Air,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,CCARC,2017-05-31,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,yes,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,189.66,W,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,Park,,On-Air,,K7PFJ,,,2017-03-11,,,,,,yes,0,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,123,K0PCA,Loomis,NE,OPEN,,,189.81,NE,,31,38,40.47829819,-99.50700378,146.895,146.295,,,,Phelps,,On-Air,,Region 15 ARES/RACES,E-power.,WB0CMC,2017-05-21,123,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,190.52,WNW,,08,15670,40.1727,-105.468,147.03,147.63,,,,Boulder,,On-Air,,KI0HG,,CCARC,2017-01-20,100,,,,,,,,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,191.47,NW,,08,8715,40.53879929,-105.17900085,446.75,441.75,,,,Larimer,,Off-Air,,Rocky Mountain Ham Radio,,CCARC,2019-12-09,,,,See website for complete info on color codes/time slot assignment.,,yes,7,310814,RMHR c Record retrieved from radioid.net,,http://www.rmham.org,Full-time to the Colorado TRBO System .,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Northern Colorado Regional 2 721 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC,KB0VGD,"Fort Collins, Horsetooth Mountain",CO,OPEN,,D,191.47,NW,"KB0VGD Marcos 2M Horsetooth Horsetooth Mtn VHF, Wide area coverage. Please use ONLY TG 310831, TG 3171, TG 3108, and TG 2 (Local 2) on Time Slot 2 (TS2). ALL OTHER TG connections will be directed to Time Slot 1 (TS1).",08,14274,40.53879929,-105.17900085,145.265,144.665,,,,Larimer,,On-Air,Northern Colorado Front Range Wide Area coverage.,W0DMR - NoCo C-bridge Network,,CCARC,2019-11-27,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,yes,2,310831,DMR-Plus c Record retrieved from radioid.net,,http://www.w0dmr.org/,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Brandmeister Network,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",2,2,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,1,2,,1,1,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,191.87,NW,,08,8251,40.70389938,-105.00900269,448.325,443.325,,,,Larimer,,On-Air,,,,CCARC,2012-11-16,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,,192.08,SSE,,48,11484,36.19839859,-101.19200134,443.2,448.2,,,,Hansford,,On-Air,,KY5C,,,2014-05-20,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,88.5,N5DFQ,Spearman,TX,OPEN,,,192.08,SSE,,48,596,36.19839859,-101.19200134,147.04,147.64,,,,Hansford,,,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",TVHFS,,88.5,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,88.5,N5DFQ,Spearman,TX,OPEN,,,192.08,SSE,,48,994,36.1984,-101.192,442,447,,,,Hansford,,,,Dustbowl Amateur Radio Club,"E-power, linked, WX.",TVHFS,,88.5,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,,192.22,NW,ON - IDLE,08,123,40.53969955,-105.19599915,145.115,144.515,,,,Larimer,DN70JM,On-Air,Wide area.,Northern Colorado ARC,7,CCARC,2016-10-25,100,4236,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,192.22,NW,,08,275,40.53969955,-105.19599915,224.52,222.92,,,,Larimer,,Off-Air,,Northern Colorado ARC,E-power.,CCARC,2018-03-21,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,,192.22,NW,,08,126,40.53969955,-105.19599915,447.275,442.275,,,,Larimer,,On-Air,Wide area.,Northern Colorado ARC,"Closed autopatch, e-power.",CCARC,2020-01-23,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,,192.68,W,,08,9840,38.88330078,-105.93299866,448.575,443.575,,,,Park,DM78AV,Off-Air,Western Park County,,,CCARC,2017-11-22,103.5,,,,103.5,,,,,,,"Full-time internet linked to 146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,162.2,AB0UO,Russell,KS,OPEN,,,193.39,ESE,,20,3891,38.951,-98.761,147.285,147.885,,,,Russell,,On-Air,Repeater Coverage Map,Russell County EM,E-power (batt/gen).,Kansas Repeater Council,2018-03-31,162.2,,,CSQ = local only. Link access requires PL 162.2. Can be linked to K-Link by a control operator.,162.2,,,,,,K-Link Repeater Network,"Linkable to 444.95000 (AB0UO) at Russell, K-Link, KS . Linkable to 444.85000 (KS0LNK) at Minneapolis, K-Link, KS .",ARES: Wed at 21:00. ARES: Sat at 21:00.,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,162.2,AB0UO,"Russell, K-Link",KS,OPEN,,,193.39,ESE,,20,3890,38.95100021,-98.76100159,444.95,449.95,,,,Russell,,On-Air,Click for coverage map. 35 mi radius.,Russell County EM,K-Link Repeater Network. E-power,Kansas Repeater Council,2019-04-13,162.2,,,,162.2,,,,,,K-Link Repeater Network,"Linkable to 147.28500 (AB0UO) at Russell, KS . Full-time to 442.45000 (N7JYS) at Hays, K-Link, KS . Full-time to the K-Link System .",,,,,,,K-Link Repeater System,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,123,N0VL,Lexington,NE,OPEN,,,193.73,NE,,31,12983,40.78070068,-99.74210358,146.85,146.25,,,,Dawson,,On-Air,,,,WB0CMC,2016-07-20,123,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,KE0PTS,"Hoisington, Beaver",KS,OPEN,EA,Y,193.98,ESE,ON - IDLE,20,16226,38.51810074,-98.77809906,444.925,449.925,yes,Open ↑ / Open ↓,,Barton,,On-Air,"Wide area, I-70",CKRG,"AllStar, Echolink, Analog bridged to Brandmeister TG31204",Kansas Repeater Council,2019-09-22,100,771574,,,100,,,,,,https://centralksrepeater.wixsite.com/ckrg,,[email&nbsp;protected] :45-WARC DMR Net,,46495,,,,CKRG,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,156.7,KB0VFV,Haviland,KS,OPEN,,,195.15,SE,,20,6211,37.61399841,-99.10299683,444.125,449.125,,,,Kiowa,EM07KO,On-Air,,N0FEK,Closed autopatch.,Kansas Repeater Council,2019-05-17,156.7,,,,156.7,,,,,,http://kanoklaintertiesystem.org/,Full-time to the Kan-Okla Intertie System .,,,,,,,"Kan-Okla, Stateline Skywarn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,,196.24,NW,ON - IDLE,08,119,40.36009979,-105.4509964,146.685,146.085,,,,Larimer,DN70GI,On-Air,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),Estes Valley ARC,E-power.,CCARC,2017-08-05,123,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,"Full-time to 449.80000 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KE0PTS,Great Bend,KS,OPEN,W,Y,196.39,ESE,,20,16212,38.36259842,-98.76409912,444.1,449.1,yes,Open ↑ / Open ↓,40777,Barton,EM08OI,On-Air,"Great Bend, Barton County 20 mi radius.",CKRG,,Kansas Repeater Council,2019-09-22,100,,,,100,,,,,,https://centralksrepeater.wixsite.com/ckrg,,[email&nbsp;protected] :45-WARC DMR Net,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,,196.48,WNW,,08,15582,39.8865,-105.763,147.285,147.885,,,,Grand,,On-Air,,Colorado Connection,,CCARC,2017-01-06,88.5,,,,123,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,,197.64,ESE,,20,16444,38.6056,-98.6975,224,222.4,,,,Barton,,On-Air,40,N7JYS,Autopatch.,,2017-09-24,131.8,,,,,,,,,,,,,,45989,,,,Western Kansas Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,88.5,K0HAM,"Hoisington, K-Link",KS,OPEN,,,197.66,ESE,,20,4284,38.606,-98.697,147.135,147.735,,,,Barton,,On-Air,Click for coverage map. 45 mi radius.,"NEKSUN, NV8Q.",E-power. K-Link. RF Linked to Ellsworth 444.775.,Kansas Repeater Council,2018-11-24,88.5,,,75,88.5,,,,,,K-Link Repeater Network,Full-time to the K-Link System .,,,,,,,K-Link Repeater Network,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,197.66,W,,08,9844,38.5347,-105.999,446.975,441.975,,,,Chaffee,,On-Air,,Crestone Amateur Radio Emergency Services,,CCARC,2013-07-06,,,,,,,,,,,KD0QPG,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,197.66,W,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,,Chaffee,,On-Air,,RMHAM,,,2019-11-27,,,,,,yes,7,310825,RMHR c Record retrieved from radioid.net,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,CC,KE0PTS,Great Bend,KS,OPEN,,D,197.76,ESE,"Great Bend BCCC DMR Repeater This repeater is a Moto MTR2000 running MMDVM and a open repeater connected to the Brandmeister Network. We have CKRG (TG31204), and Local (using TG9) on Time Slot 1. Central KS Skywarn (TG31206) on Time Slot 2. Cluster (Pawnee Rock, Great Bend, Russell Hosp, Russell, and Hays) TG 2 on Time Slot 2. Please Use TS 2 for all other Brandmeister TG",20,16524,38.40359879,-98.72920227,442.075,447.075,,,,Barton,EM08PJ,On-Air,"Great Bend, Hoisington, Ellinwood, Claflin, Pawnee Rock, US-56, K-156, US-281, K-4. 15 mi radius.",CKRG,DMR,Kansas Repeater Council,2019-12-15,,,,Please Check Webpage for TG Info,,yes,1,312021,Brandmeister c Record retrieved from radioid.net,,https://centralksrepeater.wixsite.com/ckrg,Full-time internet linked to the CKRG System .,[email&nbsp;protected] :45-WARC DMR net (31204),,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time BYRG 2 31201 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,CKRG,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,2
146.76,-0.6,103.5,KI0NN,Great Bend,KS,OPEN,,,198.12,ESE,,20,3945,38.406,-98.722,146.76,146.16,,,,Barton,,On-Air,,,,Kansas Repeater Council,2017-12-22,103.5,,,Off-air briefly for repairs.,103.5,,,,,,http://kanoklaintertiesystem.org/,Full-time to the Kan-Okla Intertie System .,RACES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,,198.51,WNW,,08,24,39.4439,-105.969,147.39,147.99,,,,Summit,,On-Air,Wide area.,Colorado Connection,12,CCARC,2015-01-30,88.5,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-. This machine has a split tone, 88.5 rx and 123.0 tx",123,,,,,,Breckenridge Repeater,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,198.7,NNW,,31,58,41.49000168,-103.75499725,147,146.4,,,,Banner,DN81CL,On-Air,,Tri-City Radio Amateur Club,,,2017-09-07,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,198.99,W,,08,204,38.4596,-106.011,147.285,147.885,,,,Chaffee,,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,11,CCARC,2016-05-23,88.5,,,,123,,,,,,,Full-time to the Colorado Connection System .,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,198.99,W,,08,203,38.4596,-106.011,145.295,144.695,,,,Chaffee,DM78ik,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CCARC,2019-08-15,107.2,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,199.07,W,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,,Chaffee,,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",CMRG,,CCARC,2020-01-01,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,199.12,W,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,,,,Chaffee,DM68xk,On-Air,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,2,CCARC,2017-03-11,100,363976,7301,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,100,,,,,,K0JSC.COM,Full-time to the The Fun Machine System .,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC,N0SZ,"Breckenridge, Baldy",CO,OPEN,,D,199.24,WNW,,08,16780,39.459,-105.979,445.0875,440.0875,,,,Fremont,,On-Air,,K2AD,,,2018-02-01,,,,,,yes,7,310830,,,http://www.rmham.org/,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,199.35,WNW,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,,,Larimer,DN70FI,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,Brandmeister Network,,2019-11-27,,,,,,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,http://www.w0dmr.org,,,,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,199.43,W,,08,205,38.4528,-106.018,449.65,444.65,,,,Chaffee,,On-Air,Wide area.,,E-power.,CCARC,2018-01-15,107.2,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,199.43,W,,08,3811,38.4528,-106.018,449.925,444.925,,,,Chaffee,,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",,E-power (Bat),CCARC,2013-07-05,103.5,,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,103.5,,,,,,,,,,,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,N7JJY,"Cheyenne, Chalk Bluffs",WY,OPEN,,Y,199.55,NW,,56,34,41.02740097,-104.78399658,449.3,444.3,yes,Open ↑ / Open ↓,,Laramie,DN71OA,On-Air,"Laramie county wy, Northern Weld and Larimer County, CO",WU7G,,WRCG,2019-06-02,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,199.59,WNW,,08,3756,39.9473,-105.795,447.45,442.45,,,,Grand,,On-Air,,W0IG,,CCARC,2013-10-26,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,199.99,WNW,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,,,,Larimer,,On-Air,,Estes Valley ARC,E-Power,CCARC,2017-08-05,123,625757,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",ARES D-10: Thu at 19:00.,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
