Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Features,Coordination,Last update,Sponsor,Coverage,Web links,Links,Affiliate,IRLP,Notes,Nets,DMR Enabled,Color Code,Wide Network,On-air,Commands,EchoLink,DMR ID,AllStar,D-STAR Enabled,Node,Sources,Grid,Talkgroups,Rocky Mountain Wide,Southern Colorado,P-25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Central Regional,Northern Colorado Regional,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,IPSC Network,Mixed-Mode,TAC 311,Colorado,Colorado Chat,Local Network,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,152.75,E,,08,8250,39.6732,-105.48,449,444,136.5,136.5,Clear Creek,On-Air,,CCARC,2017-03-11,CARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,,153.24,E,,08,59,39.5148,-105.353,147.12,147.72,88.5,88.5,Jefferson,On-Air,E-power.,CCARC,2016-01-17,Aurora Repeater Association,Denver metro and east.,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,N0SZ,Westcreek,CO,OPEN,,D,153.25,E,,08,15900,39.1525,-105.164,446.875,441.875,,,Douglas,On-Air,,CCARC,2018-01-27,W0VG,,http://www.rmham.org,Full-time to the Colorado TRBO System .,RMHAM,,,,yes,6,,,,,310846,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,2,,,,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,153.83,NE,,08,95,39.7425,-105.514,449.05,444.05,107.2,107.2,Denver,On-Air,E-power.,CCARC,2012-11-20,WG0N,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,154.59,SSW,,04,163,36.4614,-109.096,145.25,144.65,100,,Apache,On-Air,"E-power, linked.",ARCA,2018-10-17,San Juan Connection,,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,154.59,SSW,,04,72,36.4614,-109.096,146.82,146.22,100,,Apache,On-Air,,ARCA,2018-02-28,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,154.71,WNW,ON - IDLE,49,58,39.6389,-110.342,147.32,147.92,88.5,,Carbon,On-Air,Remote base.,UVHFS,2017-09-03,Sinbad Desert ARC,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",http://sdarc.us/repeaters/bruin.html,,,3270,110,,,,,,,64264,,,,,,DM49tp,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,154.71,WNW,ON - IDLE,49,59,39.6389,-110.342,449.05,444.05,88.5,,Carbon,On-Air,Remote base.,UVHFS,2008-07-11,Sinbad Desert ARC,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",http://sdarc.us/repeaters/bruin.html,,,3270,,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,,K7YI,"Price, Cedar Mountain",UT,OPEN,,S,154.79,WNW,,49,4237,39.185,-110.605,448.075,443.075,,,Carbon,Off-Air,,,2013-12-07,Sinbad Desert Amateur Radio Club,,,,,,,,,,,,,,,,yes,K7YI (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,155.04,ESE,,08,44,38.84,-105.04,146.97,146.37,100,,El Paso,On-Air,e-power.,CCARC,2019-08-16,Pikes Peak FM Assoc,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",PPFMA Repeaters,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,listed on http://ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,155.04,ESE,,08,54,38.84,-105.04,448.45,443.45,100,,El Paso,On-Air,E-power.,CCARC,2019-03-07,Pikes Pk FM Assoc,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",PPFMA Repeaters,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,see http://www.ppfma.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,155.19,WNW,,49,15319,39.6447,-110.348,145.175,144.575,,,Carbon,On-Air,,,2018-01-11,SDARC,Eastern Utah,,,Sinbad Desert A.R.C.,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,I,,155.23,WNW,,49,274,39.1719,-110.619,448.55,443.55,88.5,,Emery,On-Air,Remote base.,UVHFS,2014-11-05,N7QLO,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,,3280,Stand alone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,155.23,WNW,,49,74,39.1719,-110.619,447.125,442.125,100,,Emery,,7,UVHFS,2008-07-10,San Rafael Cactus Assoc,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",,,Cactus-Intertie,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,88.5,K7SDC,"Castle Dale, Cedar Mountain",UT,OPEN,EI,,155.28,WNW,ON - IDLE,49,57,39.1715,-110.62,147.14,147.74,88.5,,Emery,On-Air,"Closed autopatch, remote base.",UVHFS,2015-08-04,Sinbad Desert ARC,"Wide area: Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",http://sdarc.us/repeaters/cedar.html,Full-time to the Sinbad Desert (SDARC) System .,,3270,7,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,,155.72,E,,08,103,39.5211,-105.305,1287.9,1267.9,CSQ,,Jefferson,Off-Air,,CCARC,2017-10-07,Colorado Repeater Association (CRA),Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,,156.05,E,,08,8193,38.9939,-105.057,447.675,442.675,179.9,179.9,Teller,On-Air,E-power.,CCARC,2014-05-22,Mountain Amateur Radio Club (MARC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,,156.05,E,,08,3750,38.9938,-105.057,927.9,902.9,D205,D205,Teller,On-Air,,CCARC,2012-11-10,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,,156.08,S,,35,128,36.2333,-107.562,145.49,144.89,100,,Rio Arriba,On-Air,Closed autopatch.,NMFCC,2017-01-16,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,,156.11,E,,08,249,38.9939,-105.056,145.415,144.815,179.9,,Teller,,"Closed autopatch, e-power.",CCARC,2012-11-12,MARC,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,,156.11,E,,08,252,38.9939,-105.056,449.025,444.025,141.3,,Teller,,Linked.,CCARC,2012-11-10,Mountain Amateur Radio Club (MARC),,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,,156.11,E,,08,250,38.9939,-105.056,146.82,146.22,107.2,,Teller,On-Air,E-power.,CCARC,2016-11-17,Mountain ARC,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,,156.11,E,,08,251,38.9939,-105.056,448.65,443.65,107.2,,Teller,On-Air,E-power.,CCARC,2016-11-17,Mountain ARC (MARC),,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",MARC,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,156.23,NE,,08,9580,39.7189,-105.44,447.85,442.85,141.3,141.3,Clear Creek,Off-Air,AllStar node repeater providing wide area coverage along the Front Range,CCARC,2019-08-23,AC0KQ,Wide area at 9500',,,Rocky Mountain Ham Radio,,,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,,156.65,E,,08,9503,38.9878,-105.044,449.325,444.325,103.5,103.5,Teller,On-Air,E-power. Allstar Node 27976,CCARC,2019-04-01,KA4EPS,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Melbourne, Florida can be expected.",http://www.ka4eps.com,,Amateur Radio Motorcycle Club,,Node # 27976,Sunday 1900 MST Tuesday 1900 MST,,,,,,,,27976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,156.94,ESE,,08,17250,38.772,-104.993,145.235,144.635,,,El Paso,On-Air,,CCARC,2018-12-23,RMHAM,Wide area,Rocky Mountain Ham Radio,,,,Voice ID is required for data/GPS/text on TG 705,,yes,7,,,,,310824,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,156.95,ESE,,08,8178,38.7725,-104.993,147.18,147.78,100,,El Paso,On-Air,E-power (solar).,CCARC,2017-03-09,AA0SP,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,156.95,ESE,,08,5220,38.7726,-104.993,446.95,441.95,,,Teller,On-Air,,,2017-03-11,Rocky Mountain Ham Radio,Monument Hill through Pueblo.,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",RMHAM,,,,yes,7,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,156.95,ESE,,08,58,38.7726,-104.993,927.725,902.025,,,Teller,On-Air,12,CCARC,2018-12-01,WA6IFI,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, Now we are linked to Centennial Cone 927.8375 &amp; Chief Mtn 927.9375 in the Denver area.",Yahoo Group,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,D,158.2,E,,08,7193,39.2648,-105.114,446.925,441.925,,,Douglas,On-Air,,CCARC,2018-12-23,,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,,See the website for programming info.,,yes,8,,,,,310817,,,,,,"Open Talkgroup View Assignment TS TG Access Southern Colorado 1 719 Devilshead Local 2 711 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,,158.2,E,,08,8190,39.2648,-105.114,447.525,442.525,146.2,146.2,Douglas,On-Air,,CCARC,2015-06-17,EmComm Colorado,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,Colorado ARES,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,,158.81,E,,08,73,39.6333,-105.317,145.34,144.74,103.5,127.3,Jefferson,On-Air,E-power.,CCARC,2019-08-15,Rocky Mtn Radio League,Wide area.,Repeater,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,,D,158.81,E,,08,10932,39.6333,-105.317,145.175,144.575,,,Clear Creek,On-Air,700,CCARC,2018-11-25,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,,,,Voice ID is required for data/GPS/text on TG 705,,yes,7,,,,,310810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,,159.34,E,,08,60,39.4703,-105.198,447.5,442.5,88.5,88.5,Jefferson,On-Air,E-power.,CCARC,2014-04-28,Aurora Repeater Association,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,,160.37,E,,08,15903,39.1749,-105.034,449.975,444.975,100,100,Douglas,On-Air,Simulcast and Voted with Cedarwood and Methodist.,CCARC,2017-04-21,K0JSC,,The Fun Machine,Full-time to the The Fun Machine System .,The Fun Machine,,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,,160.38,E,ON - IDLE,08,83,39.1755,-105.034,147.225,147.825,107.2,107.2,Douglas,On-Air,Closed autopatch,CCARC,2017-11-13,Colorado Repeater Association (CRA),Wide area,Colorado Repeater Association,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",CRA VHF Link System,3990,,"CRA Net, Sunday 9AM",,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,,160.38,E,,08,16547,39.1755,-105.034,448.425,443.425,107.2,107.2,Douglas,On-Air,,,2017-11-14,Colorado Repeater Association (CRA),Wide area,http://www.w0cra.org,"Full-time to 147.10500 (WA0DE) at Simla, CO .",ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,,160.79,W,ON - IDLE,49,56,38.0726,-110.795,147.08,147.68,136.5,,Wayne,On-Air,"Closed autopatch, remote base.",UVHFS,2018-08-11,Sinbad Desert ARC,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",http://sdarc.us/repeaters/mt-ellen.html,Full-time to the Sinbad Desert (SDARC) System .,,3270,11,,,,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,161.11,NE,,08,82,39.7525,-105.359,146.985,146.385,100,100,Denver,On-Air,E-power.,CCARC,2016-09-05,El Jebel RADOPS,,,,,3346,,RADOPS: Sun at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,161.11,NE,,08,140,39.7525,-105.359,145.28,144.68,100,,Jefferson,On-Air,"Closed autopatch, e-power, linked.",CCARC,2015-05-22,,Wide area.,Intermountain Repeater Group,"Full-time to 449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,"PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,161.11,NE,,08,138,39.7525,-105.359,449.525,444.525,CSQ,,Jefferson,On-Air,E-power.,CCARC,2015-05-23,KE0SJ,,Intermountain Repeater Group,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,,161.11,NE,,08,77,39.7525,-105.359,146.64,146.04,100,,Jefferson,On-Air,E-power.,CCARC,2017-03-11,Denver Radio League,Wide area. Repeater Coverage Map,DRL Repeaters,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,,161.16,NE,,08,112,39.7525,-105.358,448.625,443.625,100,100,Jefferson,On-Air,E-power.,CCARC,2017-03-11,Denver Radio Club,Denver metro area.,DRC Repeaters,"Full-time to 145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,,,161.29,NE,,08,9702,39.7658,-105.366,927.8375,902.025,,,Jefferson,On-Air,Linked with Chief 927.9375 &amp; Almagre 927.7250 for wide area coverage,CCARC,2018-12-23,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills. Now linked with Almagre 927.7250 for great coverage south,,,,,The offset is -25.8125,,,,,,,,,45770,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC,W0TX,"Denver, Centennial Cone",CO,OPEN,,D,161.29,NE,,08,7165,39.7657,-105.366,446.7875,441.7875,,,Jefferson,On-Air,,CCARC,2017-12-09,Denver Radio Club,,http://www.w0tx.org/,,Brandmeister Network,,,,yes,1,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf. TG's are PTT enabled and will timeout after 15 minutes of inactivity. Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,161.42,NE,,08,201,39.9172,-105.501,224.6,223,100,,Gilpin,,,CCARC,2012-11-10,W0RM,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,161.45,ESE,,08,39,38.7,-104.9,145.265,144.665,,,El Paso,On-Air,,CCARC,2019-03-07,Pikes Peak FM Association (http://PPFMA.ORG),Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
447.6,-5,CC 88.5,W0PHC,"Walsenburg, Badito Cone",CO,OPEN,,D,162.62,SE,,08,18345,37.77199936,-105.02200317,447.6,442.6,88.5,88.5,Huerfano,Off-Air,,CCARC,2019-12-12,Pueblo Amateur Radio Club,,http://www.puebloradio.org/,,,,Repeater off line due to road closure for the winter. (note entered 12/2019),,yes,,,,,,,,,,,DM77LS,,,,,,,,,,,,,,,,,,,6.25,,,,,c Record retrieved from radioid.net,Yes; analog capable.,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,162.7,ESE,,08,41,38.7372,-104.881,146.76,146.16,107.2,107.2,El Paso,On-Air,"Closed autopatch, e-power.",CCARC,2018-01-15,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,162.7,ESE,,08,269,38.7372,-104.881,448,443,107.2,,El Paso,On-Air,,CCARC,2018-01-15,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,162.7,ESE,,08,53,38.7372,-104.881,448.1,443.1,107.2,107.2,El Paso,On-Air,"Closed autopatch, e-power.",CCARC,2018-01-15,,Wide area.,CMRG Repeaters,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9375,-25.9,,KI0HC,"Indian Hills, Chief Mtn",CO,OPEN,,,162.72,E,,08,17457,39.6,-105.21,927.9375,902.025,,,Jefferson,On-Air,linked to Centennial Cone 927.8375 &amp; Almagre 927.7250,CCARC,2018-12-23,,"Wide area,Denver,Colorado Springs, Pueblo, Loveland. I70 East of Denver to Genoa and I25 North to Loveland &amp; South to Aguilar. I76 East to Atwood",,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,162.75,ESE,,08,47,38.7372,-104.88,147.345,147.945,107.2,107.2,El Paso,On-Air,"Closed autopatch, e-power.",CCARC,2018-01-15,,Wide area.,http://www.cmrg.org/,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,162.75,ESE,ON - IDLE,08,38,38.7372,-104.88,145.16,144.56,107.2,107.2,El Paso,On-Air,"Closed autopatch, e-power.",CCARC,2017-11-13,Colorado Repeater Association,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",http://www.w0cra.org/info/cosprgs.html#145160,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CRA VHF Link System,3990,Switch to this repeater at mile marker 170 on I-25.,,,,,,,347086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,103.5,WC3W,Grand Lake,CO,OPEN,A,,162.95,NE,,08,18131,40.2392,-105.847,449.425,444.425,103.5,103.5,Clear Creek,On-Air,,,2019-09-21,,"Grand Lake, CO",,,,,Linked to the Allstar Florida Hub,Sunday and Tuesday nights at 7 PM MT,,,,,,,,45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
