Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Coordination,Last update,Features,EchoLink,Notes,IRLP,AllStar,Nets,Links,Web links,DMR Enabled,Color Code,DMR ID,Wide Network,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,Affiliate,On-air,Grid,Rocky Mountain Wide,Commands,D-STAR Enabled,Node,Sources,IPSC Network,P-25 Digital Enabled,NAC,Default Reflector,Feed,Mixed-Mode,Devilshead Local,YSF Digital Enabled,DG-ID,Location Photo,Bandwidth,Local Network,Eastern Colorado,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,TAC 310,TAC 311,Colorado,Colorado Chat,WIRES-X,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide English,North America,DCI Bridge,Local/Cluster,N. Colorado,Worldwide,English,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,98.49,SE,,08,54,38.84000015,-105.04000092,448.45,443.45,100,,El Paso,On-Air,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",Pikes Pk FM Assoc,CCARC,2019-03-07,E-power.,,,,,see http://www.ppfma.org,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",PPFMA Repeaters,,,,,,,,,,,,DM78LU,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,,98.53,NE,,08,10,39.97800064,-105.27500153,448.9,443.9,100,,Boulder,On-Air,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",Boulder ARC,CCARC,2013-03-17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,98.54,NE,,08,13,39.97829819,-105.27500153,146.61,146.01,100,,Boulder,On-Air,,Boulder Amateur Radio Club,CCARC,2019-08-23,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,820,ATV,W0BTV,Boulder,CO,OPEN,,,98.57,NE,,08,18534,39.97848511,-105.27445221,423,1243,ATV,,Boulder,On-Air,"Wide Area, WY border to DIA to SE Denver",BATVC,,2020-02-25,"dual-mode, NTSC analog &amp; DVB-T digital ATV",,,,,"ATV, Thurs, 3pm local",,https://kh6htv.com/,,,,,,,,,,ATN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,,98.76,NE,,08,15670,40.1727,-105.468,147.03,147.63,100,,Boulder,On-Air,,KI0HG,CCARC,2017-01-20,,,,,,,,,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,98.87,NE,,08,8992,40.07220078,-105.35399628,445.05,440.05,,,Boulder,On-Air,Wide area,Rocky Mountain Ham Radio,CCARC,2019-11-27,BrandMeister Network,,,,,,,,yes,1,310852,BrandMeister,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,98.87,NE,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,,Boulder,On-Air,,Rocky Mountain Ham Radio,,2019-11-27,Linked on Time Slot 2 to Almagre Mtn (446.950).,,,,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,yes,7,310813,,,,,,,,,,,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,98.87,NE,,08,19,40.07220078,-105.35399628,447.75,442.75,141.3,141.3,Boulder,On-Air,,Rocky Mountain Ham Radio,CCARC,2018-04-24,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,98.87,NE,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,107.2,107.2,Boulder,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),CCARC,2017-11-13,"Closed autopatch, e-power.",347086,,3990,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,CRA VHF Link System,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,98.87,NE,,08,20,40.07220078,-105.35399628,447.975,442.975,107.2,107.2,Boulder,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),CCARC,2016-09-08,Closed autopatch.,,,,,,,,,,,,,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,98.87,NE,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,CCARC,2017-03-11,8,217336,,,,,"Full-time to 449.55000 (W0IA) at Boulder, CO .",RMVHS repeaters,,,,,,,,,,,,DN70HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,99.31,NNW,,08,15577,40.51520157,-107.54599762,146.97,146.37,88.5,123,Moffat,On-Air,,Northwest Colorado Amateur Radio Association,CCARC,2017-01-06,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,Colorado Connection,,DN60FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,99.31,NNW,,08,3740,40.5152,-107.546,145.265,144.665,107.2,,Moffat,,,NW Colorado ARC,CCARC,2012-11-12,E-power.,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,S,100.12,NE,,08,8186,40.01499939,-105.27100372,446.8625,441.8625,,,Boulder,On-Air,,Boulder County ARES,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,D,100.12,NE,,08,8185,40.015,-105.271,446.8,441.8,,,Boulder,On-Air,Wide area.,Rocky Mountain Ham Radio,CCARC,2017-03-11,,,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,Full-time to the Colorado TRBO System .,Rocky Mountain Ham Radio,yes,7,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,100.12,NE,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,Boulder,On-Air,,Boulder County ARES,CCARC,2012-11-12,E-power.,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,,100.16,NE,,08,21,40.01499939,-105.26999664,449.4,444.4,91.5,,Boulder,Off-Air,,BARC,CCARC,2013-01-08,2,,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,,100.16,NE,ON - IDLE,08,11,40.01499939,-105.26999664,449.55,444.55,100,,Boulder,On-Air,Denver metro area.,Rocky Mtn VHF Soc,CCARC,2017-03-11,8,217336,,,,,"Full-time to 224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,100.28,SE,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,100,100,Fremont,On-Air,Canon City area. Repeater Coverage Map,K0JSC,CCARC,2017-03-11,Autopatch.,363976,,7301,28368,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,Full-time to the The Fun Machine System .,http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,,101.38,ESE,ON - IDLE,08,8740,39.13600159,-104.92700195,145.19,144.59,131.8,131.8,Douglas,On-Air,Wide area coverage at 8300,N0OBA Owner,,2018-10-25,,10079,,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,,,,,,,,DM79MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,102.2,SE,,08,8178,38.77249908,-104.99299622,147.18,147.78,100,,El Paso,On-Air,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",AA0SP,CCARC,2017-03-09,E-power (solar).,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,DM78MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,102.2,SE,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,Teller,On-Air,Monument Hill through Pueblo.,Rocky Mountain Ham Radio,,2019-11-27,,,,,,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,yes,7,310816,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,RMHAM,,,1,,,,,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,102.2,SE,,08,58,38.77259827,-104.99299622,927.725,902.025,,,Teller,On-Air,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",WA6IFI,CCARC,2020-01-01,12,,,,,,Full-time to the The 900 P25 Network System .,Yahoo Group,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,102.21,SE,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,El Paso,On-Air,Wide area,RMHAM,CCARC,2019-11-27,,,Voice ID is required for data/GPS/text on TG 705,,,,,Rocky Mountain Ham Radio,yes,7,310824,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,DM78MS,1,,,,,c Record retrieved from radioid.net,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,S,102.77,NE,,08,8171,40.03720093,-105.23000336,145.3875,144.7875,,,Boulder,On-Air,20,Boulder County ARES,CCARC,2012-11-12,E-power.,,,,,,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,yes,KC0DS (C),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,102.77,NE,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,,,Boulder,On-Air,20,Boulder County ARES,CCARC,2013-12-21,E-power.,,,,,,,,,,,,,,,,,,,DN70JA,,,yes,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,102.99,NE,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,91.5,Boulder,Off-Air,Local,BARC,CCARC,2017-05-02,12,115482,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,103.19,SE,,08,15584,38.1347,-105.466,448.325,443.325,100,100,Custer,On-Air,,,,2017-01-06,,,,,,,Full-time to the The Fun Machine System .,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,103.19,SE,,08,8218,38.1347,-105.466,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo HC,CCARC,2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,103.23,SE,,08,7189,38.1347,-105.465,147.06,147.66,77,77,Custer,On-Air,,http://www.qsl.net/rghc,CCARC,2019-08-16,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,103.23,SE,,08,248,38.1347,-105.465,448.15,443.15,103.5,103.5,Custer,On-Air,,Royal George ARC,CCARC,2017-03-11,E-power.,,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,103.23,SE,,08,7192,38.1347,-105.465,927.775,902.775,D116,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,103.38,NNE,,08,244,40.6494,-106.382,145.16,144.56,88.5,123,Jackson,On-Air,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,CCARC,2017-01-06,8,,Part of the Colorado Connection system of repeaters.,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,,103.73,SW,,08,254,37.991,-107.972,449.7,444.7,107.2,107.2,San Miguel,On-Air,Wide Area via links - Western Colorado - Eastern Utah,Grand Mesa Repeater Association ( GMRA ),CCARC,2017-12-07,E-power.,,Closed IRLP out - Ask for a control Op,3710,,RACES: Wed at 19:30.,Full-time to the GMRA Open System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,,103.81,W,,08,151,39.06560135,-108.7480011,146.94,146.34,107.2,107.2,Mesa,On-Air,Grand Junction 30-50 mi,Western Colorado Amateur Radio Club,CCARC,2016-05-11,E-power and autopatch for WCARC members,,,,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,http://w0rrz.org,,,,,,,,,,,,DM59PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,,103.81,W,,08,155,39.0656,-108.748,449.575,444.575,131.8,131.8,Mesa,On-Air,Grand Junction,,CCARC,2018-01-15,e-power. Linked to GMRA Open System,,Closed IRLP out,3710,,Wed RACES Net 1930 Hrs,,GMRA Repeaters,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,107.2,,Glade Park,CO,OPEN,,,104.11,W,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,,Mesa,On-Air,,GMRA,,2019-12-22,Solar Powered,,,,,,,http://www.gmra.org/repeaters.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,,104.51,ESE,,08,183,39.09170151,-104.87200165,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,CCARC,2016-12-10,30,,,,,,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,,104.82,E,,08,8196,39.73759842,-104.98500061,447.925,442.925,100,100,Denver,On-Air,,RADOPS El Jebel Shriners,CCARC,2014-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,,104.82,E,,08,8195,39.73759842,-104.98500061,447.9,442.9,CSQ,,Denver,Off-Air,,WB0TPT,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,S,104.82,E,,08,8212,39.7376,-104.985,449.65,444.65,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,S,104.82,E,,08,8213,39.73759842,-104.98500061,449.675,444.675,,,Denver,On-Air,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16,,,,7708,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,,104.89,E,ON - IDLE,08,8208,39.83670044,-105.03700256,449.3,444.3,100,,Adams,On-Air,,N1UPS,CCARC,2017-04-24,,43699,,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,,104.91,E,,08,75,39.73920059,-104.98400116,145.475,144.875,100,,Jefferson,On-Air,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",Intermountain Repeater Group,CCARC,2015-05-22,E-power.,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,,104.91,E,,08,79,39.73920059,-104.98400116,146.715,146.115,123,123,Denver,On-Air,,EARS,CCARC,2017-04-09,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,,104.91,E,,08,91,39.73920059,-104.98400116,448.075,443.075,123,,Denver,On-Air,,W0IG,CCARC,2017-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,,104.91,E,,08,93,39.73920059,-104.98400116,448.55,443.55,82.5,,Denver,Off-Air,,HPRA,CCARC,2017-03-11,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.925,-5,131.8,W0LMA,Broomfield,CO,OPEN,,,105.14,E,,08,26,39.92060089,-105.08599854,448.925,443.925,131.8,,Boulder,Off-Air,,W0LMA,CCARC,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,103.5,W0WYX,Broomfield,CO,OPEN,,,105.14,E,,08,266,39.92060089,-105.08599854,449.825,444.825,103.5,,Boulder,Off-Air,Along the foothills and into Boulder where the 94 repeater is shadowed.,Rocky Mountain Radio League,CCARC,2019-06-19,6,,,,,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,,105.15,E,ON - IDLE,08,12216,39.75519943,-104.98699951,447.175,442.175,100,100,Denver,On-Air,,W0JRL,CCARC,2015-05-15,,201712,,,29997,,,,,,,,,,,,,,,DM79MS,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,,105.71,SSW,,08,210,37.81190109,-107.66400146,447.525,442.525,127.3,,San Juan,On-Air,Wide area.,KB5ITS,CCARC,2014-06-30,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,,105.73,SSW,,08,16605,37.8119,-107.665,145.325,144.725,127.3,,San Juan,On-Air,,,CCARC,2018-01-15,Solar powered,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,,105.73,SSW,,08,16624,37.8119,-107.665,444,449,67,,San Juan,On-Air,,,,2018-08-03,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,,106.08,SSW,,08,209,37.79330063,-107.6289978,147.375,147.975,156.7,,San Juan,On-Air,Wide area.,,CCARC,2018-01-15,13,,,,,,"Part-time to 146.67000 (K0EP) at Durango, Eagle Pass, CO .",http://www.sjcham.com,,,,,,,,,,,,DM67ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,106.21,NE,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,,Larimer,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,,2019-11-27,Brandmeister Network,,,,,,,http://www.w0dmr.org,yes,2,310853,,,,,,,W0DMR,,DN70FI,,,,,,Brandmeister c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,106.51,SSE,,08,14200,37.7531,-106.109,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,2016-12-25,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,106.59,SSE,,08,16645,37.75,-106.115,447.1,442.1,77,,Saguache,On-Air,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,106.69,NE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,,Boulder,On-Air,Wide area.,Rocky Mtn VHF Soc,CCARC,2017-03-11,5,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,,,,,,,,,,,,,,Boulder County ARES,,DN70KB,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,,,,,,,,,,
