Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,Wide Network,Coverage,Affiliate,Links,Notes,Web links,Features,EchoLink,Nets,IRLP,Grid,Downlink Tone,DMR ID,IPSC Network,Local Network,Commands,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,On-air,P-25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,AllStar,YSF Digital Enabled,DG-ID,Talkgroup Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Central Regional,Northern Colorado Regional,Feed,WIRES-X,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Colorado,Mountain Reg USA,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Bandwidth,Wyoming,WyLOCAL,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,,107.85,S,,08,32,38.4542,-105.29,447.75,442.75,,,,Fremont,On-Air,RGARC,CCARC,2017-03-11,103.5,,,,,,,,Royal Gorge Amateur Radio Club,E-power (Bat),,,3081,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,,107.87,S,,08,278,38.45389938,-105.28600311,927.7,902.7,,,,Fremont,On-Air,Royal Gorge ARC,CCARC,2017-03-11,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,107.97,SE,,08,128,39.26879883,-103.48799896,147.06,147.66,,,,Lincoln,On-Air,BSARC,CCARC,2019-07-21,103.5,,,,"I-70, US-71, US-287, US-40, US-24",,,,http://www.bigsandyradio.com/,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,Big Sandy Net: Tues 19:00,,DM89GG,,,,,,,,,,,,,,,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,,109.2,ESE,,08,2,40.16059875,-103.21399689,145.4,144.8,,,,Washington,On-Air,Colorado Connection,CCARC,2018-11-02,88.5,,,,Northeastern plains of Colorado.,,Full-time to the Colorado Connection System .,Part of the Colorado Connection system of repeaters,,,,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC,W0FT,Akron,CO,OPEN,,D,109.2,ESE,,08,16784,40.16049957,-103.21399689,448.175,443.175,,,,Morgan,On-Air,W0FT,CCARC,2019-11-27,,yes,7,,,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,,,,310833,RMHAM c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,S,109.45,SSW,,08,9844,38.5347,-105.999,446.975,441.975,yes,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,CCARC,2013-07-06,,,,,,Crestone Amateur Radio Emergency Services,,,KD0QPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,D,109.45,SSW,,08,12697,38.53469849,-105.99900055,446.8125,441.8125,,,,Chaffee,On-Air,RMHAM,,2019-11-27,,yes,7,,,,,,,,,,,,,310825,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,,109.53,S,ON - IDLE,08,7185,38.43009949,-105.23200226,447.975,442.975,,,,Fremont,On-Air,K0JSC,CCARC,2017-03-11,100,,,,Canon City area. Repeater Coverage Map,,Full-time to the The Fun Machine System .,,http://www.k0jsc.com,Autopatch.,363976,Region 2 District 2 ARES Net: Tue at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00. Region 5 District 1 ARES Net: Wed at 19:30. APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00.,7301,,100,,,,,,,,,,,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,,113.64,WSW,Node Offline,08,131,39.5506,-107.324,147.3,147.9,,,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,CCARC,2012-11-10,107.2,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,Single beep courtesy tone when linked and none when unlinked.,,8,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,,113.69,WSW,,08,8181,39.55049896,-107.32499695,224.02,222.42,,,,Garfield,,SCARC,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,,113.69,WSW,,08,8192,39.5505,-107.325,447.6,442.6,,,,Garfield,,Ski Country ARC (SCARC),CCARC,2012-11-12,,,,,40,,"Full-time to 146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,50,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,,113.69,WSW,,08,13637,39.55049896,-107.32499695,449.85,444.85,,,,Garfield,On-Air,,CCARC,2018-01-15,131.8,,,,Glenwood Springs,Grand Mesa Repeater Assoc,Full-time to the GMRA Open System .,RACES net Wed 1930 Hrs Local,http://GMRA.org,e-power Linked to GMRA Open System,,Colorado State RACES Wed 1930 local,,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,,114.54,SSW,,08,204,38.4596,-106.011,147.285,147.885,,,,Chaffee,On-Air,Colorado Connection,CCARC,2016-05-23,88.5,,,,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,Full-time to the Colorado Connection System .,,,11,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES Net: Sun at 20:00.,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,114.54,SSW,,08,203,38.4596,-106.011,145.295,144.695,,,,Chaffee,On-Air,Cheyenne Mtn Repeater Group,CCARC,2019-08-15,107.2,,,,Wide area.,,,,CMRG Repeaters,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,,114.76,NNE,,56,28,41.4178009,-104.09799957,147.165,147.765,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,2017-01-04,114.8,,,,,,"Full-time to 147.10500 (KC7SNO) at Cheyenne, North Park, WY . Full-time to 146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,115.11,SSW,,08,205,38.4528,-106.018,449.65,444.65,,,,Chaffee,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,,,,CMRG Repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,115.11,SSW,,08,3811,38.4528,-106.018,449.925,444.925,,,,Chaffee,On-Air,,CCARC,2013-07-05,103.5,,,,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,E-power (Bat),,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8625,-25.8,,WA6IFI,"Salida, Methodist Mountain",CO,OPEN,,,115.36,SSW,,08,18425,38.44670105,-106.01000214,927.8625,902.025,,,,Chaffee,On-Air,CMRG,CCARC,2020-01-01,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,Full-time to the The 900 P25 Network System .,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,,115.4,SSW,ON - IDLE,08,13510,38.4463,-106.011,449.975,444.975,,,,Chaffee,On-Air,,CCARC,2017-03-11,100,,,,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,,Full-time to the The Fun Machine System .,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,K0JSC.COM,2,363976,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,7301,DM68xk,100,,,,,,,,,,,,,,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,116.13,SE,,08,7395,38.85200119,-103.69999695,449.9,444.9,,,,Lincoln,On-Air,,CCARC,2012-07-20,107.2,,,,,BSAR,,,,,,,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,116.26,SE,,08,17059,39.05419922,-103.48000336,447,442,,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),CCARC,2020-01-26,,,,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,APRS repeater &amp; I-Gate / Weather station,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,30534,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,100,WA0JTB,"Sterling, CO",CO,OPEN,,,116.63,E,,08,238,40.62559891,-103.20700073,145.295,144.695,,,,Logan,On-Air,NECARA,CCARC,2020-01-17,100,,,,Wide area,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,,116.67,WSW,,08,35,39.4,-107.315,449.725,444.725,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative (RFARC),CCARC,2012-11-10,179.9,,,,Wide area.,,,,,EchoLink.,,,3722,,,,,,,,,,,,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,,116.67,WSW,,08,259,39.4,-107.315,147.39,147.99,,,,Garfield,On-Air,Roaring Fork Amateur Repeater Cooperative,,2016-07-14,107.2,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.65,-5,151.4,KB0YNA,"Gunnison, W Mountain or Tenderfoot Mountain",CO,OPEN,,,118.38,SW,,08,15212,38.6125,-106.543,447.65,442.65,,,,Gunnison,On-Air,KB0YNA,CCARC,2016-10-28,151.4,,,,Gunnison valley and along East and west on Highway 50.,,"Full-time to 448.65000 (KB0YNA) at Montrose, Waterdog Peak, CO . Full-time to 449.65000 (KB0YNA) at Grand Junction, Grand Mesa, CO .",,,"Linked to 448.650 in Montrose, Colorado and 449.650 in Grand Junction, Colorado.",,,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,,118.48,SSE,,08,195,38.39250183,-104.55500031,224.26,222.66,,,,Pueblo,Off-Air,Pueblo Ham Club,CCARC,2013-05-07,88.5,,,,Wide area.,,,,PHC repeaters,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KD0MRC,Maysville,CO,OPEN,,,119.03,SSW,,08,16739,38.50630188,-106.34500122,145.325,144.725,,,,Chaffee,On-Air,Chaffee Lake Amateur Repeater Association,,2019-09-04,100,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,119.24,WSW,,08,129,39.4264,-107.38,146.85,146.25,,,,Garfield,On-Air,Colorado Connection,CCARC,2016-05-23,88.5,,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,Part of the Colorado Connection System of Repeaters,,70,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,119.24,WSW,,08,130,39.42639923,-107.37999725,146.88,146.28,,,,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,107.2,,,,,,"Full-time to 447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,119.24,WSW,,08,132,39.4264,-107.38,447.1,442.1,,,,Garfield,On-Air,Ski Country ARC,CCARC,2012-11-10,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,119.24,WSW,,08,255,39.4264,-107.38,449.6,444.6,,,,Garfield,On-Air,,CCARC,2018-01-15,107.2,,,,Wide area.,,,,http://www.gmra.org,e-power Linked to GMRA open system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,W0PHC,"Pueblo, Baculite Mesa",CO,OPEN,,,120.37,SSE,,08,193,38.36240005,-104.55999756,146.79,146.19,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,Wide area.,,,,Pueblo Amateur Radio Club,E-power.,,,,DM78ri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,CC 88.5,W0PHC,Pueblo,CO,OPEN,,D,120.37,SSE,,08,198,38.36240005,-104.55999756,447.95,442.95,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,yes,0,,Wide area.,,,Dual Mode Analog/DMR,Pueblo Amateur Radio Club,E-power.,,,,DM78ri,,,c Record retrieved from radioid.net,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,,121.74,SSE,ON - IDLE,08,7994,38.3030014,-104.73400116,448.975,443.975,,,,Pueblo,On-Air,,CCARC,2017-03-11,100,,,,,,Full-time to the The Fun Machine System .,Off air. Will return to service,http://www.k0jsc.com,,363976,,7301,,100,,,,,,,,,,,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,,123.07,SSE,,08,8173,38.30690002,-104.62000275,147,147.6,,,,Pueblo,On-Air,Carl Higbee,CCARC,2014-02-26,,,,,,,,,,,,,,DM78QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,,124.83,WNW,,08,15577,40.51520157,-107.54599762,146.97,146.37,,,,Moffat,On-Air,Northwest Colorado Amateur Radio Association,CCARC,2017-01-06,88.5,,,,,Colorado Connection,Full-time to the Colorado Connection System .,,,,,,,DN60FM,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,,124.83,WNW,,08,3740,40.5152,-107.546,145.265,144.665,,,,Moffat,,NW Colorado ARC,CCARC,2012-11-12,107.2,,,,,,,,,E-power.,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,W0PHC,Pueblo,CO,OPEN,,,126.11,SSE,,08,191,38.2521019,-104.66200256,145.115,144.515,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,,,,,http://www.puebloradio.org/,E-power.,,,,DM78qg,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,,126.72,SSE,,08,192,38.25439835,-104.60900116,146.655,146.055,,,,Pueblo,On-Air,K0ST,CCARC,2013-05-07,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,D,126.72,SSE,,08,8530,38.25439835,-104.60900116,447.7,442.7,,,,Pueblo,Off-Air,,CCARC,2019-11-27,210.7,yes,1,,,,,,,,,,7389,,210.7,310805,KFKR- c Record retrieved from radioid.net,,,,,,,,,,,,Yes; analog capable.,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,,126.72,SSE,,08,189,38.25439835,-104.60900116,449.725,444.725,,,,El Paso,On-Air,N0PWZ,CCARC,2012-11-10,100,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,K0JSC,Pueblo,CO,OPEN,,D,128.27,SSE,,08,10785,38.23070145,-104.61100006,446.9875,441.9875,,,,Pueblo,Off-Air,,CCARC,2019-11-27,,yes,6,,,RMHAM,Full-time to the Colorado TRBO System .,,Rocky Mountain Ham Radio,,,,,DM78QF,,310821,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,,128.27,SSE,,08,3747,38.23059845,-104.61100006,147.24,147.84,,,,Pueblo,Off-Air,TARA,CCARC,2012-06-13,103.5,,,,Pueblo and Fremont Counties,,,,,,,,,DM78QF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,,128.28,SSE,,08,9527,38.23049927,-104.61100006,447.275,442.275,,,,Pueblo,On-Air,,CCARC,2017-01-06,100,,,,,The Fun Machine,Full-time to the The Fun Machine System .,"Moved to Pueblo. Now called ""Pueblo Metro""",The Fun Machine,,,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. EOSS Net: Tue at 20:00. RGARC Net: Wed at 19:00.,,DM78QF,100,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CC 88.5,W0PHC,"Pueblo, 12 Mile Hill",CO,OPEN,,D,128.53,SSE,,08,194,38.20700073,-104.70700073,146.88,146.28,,,,Pueblo,On-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,yes,0,,Wide area.,,,,http://www.puebloradio.org/,E-power.,,,,DM78pe,,,c Record retrieved from radioid.net,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,,129.16,NE,,31,58,41.49000168,-103.75499725,147,146.4,,,,Banner,On-Air,Tri-City Radio Amateur Club,,2017-09-07,103.5,,,,,,,,,,,,,DN81CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,,129.65,NNW,,56,29,41.63330078,-106.52600098,147.24,147.84,,,,Carbon,On-Air,CCARS,WRCG,2017-01-04,100,,,,Wide area.,,,,,,,,,DN61RP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,130.34,S,,08,15584,38.1347,-105.466,448.325,443.325,,,,Custer,On-Air,,,2017-01-06,100,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,130.34,S,,08,7189,38.1347,-105.465,147.06,147.66,,,,Custer,On-Air,http://www.qsl.net/rghc,CCARC,2019-08-16,77,,,,,,,,,E-power,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,130.34,S,,08,248,38.1347,-105.465,448.15,443.15,,,,Custer,On-Air,Royal George ARC,CCARC,2017-03-11,103.5,,,,,,,,http://www.qsl.net/rghc,E-power.,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,130.34,S,,08,7192,38.1347,-105.465,927.775,902.775,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,2012-06-14,D116,,,,,,,System uses digital PL,,,,,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,130.34,S,,08,8218,38.1347,-105.466,919.1,894.1,,,,Pueblo,Off-Air,Pueblo HC,CCARC,2016-07-14,88.5,,,,Wide area.,,,,,,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,,134.65,SW,,08,161,38.5458,-106.925,449.95,444.95,,,,Gunnison,,K5GF,CCARC,2012-11-10,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,,134.65,SW,,08,160,38.5458,-106.925,147.12,147.72,,,,Gunnison,On-Air,W0VTL,CCARC,2014-09-01,,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,136.47,S,,08,245,38.04109955,-105.18499756,224.32,222.72,,,,Custer,Off-Air,Pueblo Ham Club,CCARC,2016-07-14,88.5,,,,,,,,PHC repeaters,11,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,W0PHC,Pueblo,CO,OPEN,,,136.47,S,,08,197,38.04109955,-105.18499756,447.175,442.175,,,,Pueblo,Off-Air,Pueblo Amateur Radio Club,CCARC,2019-12-10,88.5,,,,Wide area: Southeast Colorado.,,,,http://www.puebloradio.org/,11,,,,DM78JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,,138.02,WSW,Node Offline,08,200,39.4745,-107.772,146.76,146.16,,,,Garfield,Off-Air,"N0SWE, Roaring Fork Amateur Repeater Cooperative",CCARC,2015-06-03,107.2,,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,E-power.,243117,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,141.89,N,,56,15538,42.0544014,-104.95300293,224.68,223.08,,,,Platte,On-Air,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,141.89,N,,56,47,42.0544014,-104.95200348,146.88,146.28,,,,Platte,On-Air,GPARA,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,141.89,N,,56,16476,42.0544014,-104.95300293,449.625,444.625,,,,Platte,On-Air,,,2017-10-12,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,,143.09,NE,,31,110,41.70100021,-103.68099976,444.125,449.125,,,,Scotts Bluff,On-Air,SBCEMA,,2018-12-02,114.8,,,,Wide area,,,,,Linked to Albin (147.165) and Cheyenne (146.775),,,,DN81DQ,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
