Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update,Uplink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,Features,Downlink Tone,YSF Digital Enabled,DG-ID,Grid,Coverage,IRLP,Nets,Web links,Mixed-Mode,DMR ID,Talkgroups,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,Colorado,Affiliate,Commands,Notes,EchoLink,Worldwide,English,Rocky Mountain Wide,Northern Colorado Regional,Links,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,P-25 Digital Enabled,NAC,Default Reflector,Local Network,Bandwidth,AllStar,Feed,WIRES-X,On-air,Southern Colorado,Central Regional,Wyoming,WyLOCAL,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Eastern Colorado,TAC 311,Colorado Chat,Location Photo
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,109.44,S,,08,42,38.83969879,-104.7437973,146.85,146.25,,,,El Paso,On-Air,AD0TP,CCARC,2020-02-10,156.7,,,,,,103.5,,,DM78PU,Greater Colorado Springs Area,,,http://www.v7arc.com/,,,,,,,,,,,,,Village 7 Amateur Radio Club,,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,109.53,S,,08,8176,38.83969879,-104.80000305,147.135,147.735,,,,El Paso,On-Air,AA0L,CCARC,2016-04-08,100,,,,,6,,,,DM78OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,109.7,S,,08,46,38.83810043,-104.82099915,147.27,147.87,,,,El Paso,On-Air,TRA,,2016-08-10,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,109.7,S,,08,43,38.83810043,-104.82099915,146.91,146.31,,,,El Paso,On-Air,GGARC,CCARC,2016-08-10,151.4,,,,,E-power.,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,109.7,S,,08,48,38.83810043,-104.82099915,147.39,147.99,,,,El Paso,On-Air,W0MOG,CCARC,2016-08-10,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,109.99,S,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,,El Paso,On-Air,RMHARC,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,109.99,S,,08,8200,38.83390045,-104.82099915,448.3,443.3,,,,El Paso,On-Air,AA0L,CCARC,2016-08-10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,109.99,S,,08,50,38.83390045,-104.82099915,447.35,442.35,,,,El Paso,On-Air,GGARC,CCARC,2015-03-04,151.4,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,109.99,S,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,,El Paso,,Pikes Peak FM Association (PPFMA),CCARC,2012-11-12,,,,,,"E-power, linked.",,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,109.99,S,,08,49,38.83390045,-104.82099915,447.025,442.025,,,,El Paso,Off-Air,Colorado Springs ARA,CCARC,2016-08-10,123,,,,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,109.99,S,,08,8198,38.83390045,-104.82099915,448.25,443.25,,,,El Paso,Off-Air,,CCARC,2018-09-25,123,,,,,,,,,DM78OU,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,109.99,S,,08,51,38.83390045,-104.82099915,447.475,442.475,,,,El Paso,On-Air,Mountain ARC (MARC),CCARC,2019-11-07,107.2,,,,,"Closed autopatch, e-power.",,,,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,109.99,S,,08,55,38.83390045,-104.82099915,448.6,443.6,,,,El Paso,,W0MOG,CCARC,2012-11-10,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,109.99,S,,08,3537,38.83390045,-104.82099915,927.8,902.8,,,,Teller,On-Air,,CCARC,2012-11-10,D116,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,109.99,S,,08,8191,38.83390045,-104.82099915,447.55,442.55,,,,El Paso,On-Air,WA6IFI,CCARC,2015-11-13,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,110.81,S,,08,44,38.84000015,-105.04000092,146.97,146.37,,,,El Paso,On-Air,Pikes Peak FM Assoc,CCARC,2019-11-11,100,,,,,e-power.,,,,DM78LU,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,listed on http://ppfma.org,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,"Linkable to 448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,25,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,,110.81,S,,08,54,38.84000015,-105.04000092,448.45,443.45,,,,El Paso,On-Air,Pikes Pk FM Assoc,CCARC,2019-03-07,100,,,,,E-power.,,,,DM78LU,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,see http://www.ppfma.org,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,,,"Linkable to 146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,,,,,25,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,,111.19,SW,,08,172,39.28139877,-106.18599701,145.445,144.845,,,,Lake,On-Air,Colorado Connection,CCARC,2019-08-16,88.5,,,,,E-power (solar).,,,,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,AA0BF,"Fairplay, Sacramento Mountain",CO,OPEN,A,,111.25,SW,,08,5336,39.21,-106.087,447.125,442.125,,,,Park,On-Air,AA0BF,CCARC,2019-03-08,103.5,,,,,Emergency automatic generator.,103.5,,,DM69wf,"Covers Fairplay, Alma, and western South Park.",,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,,,,,,"Park County Radio Club, AB0PC",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,,,,,,,,,,,,,,,,45840,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,,111.65,W,,08,237,40.485,-106.831,147.21,147.81,,,,Routt,On-Air,SSARC,CCARC,2014-09-27,107.2,,,,,"Linked, WX.",107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,,111.7,W,,08,15579,40.48500061,-106.83200073,147.165,147.765,,,,Routt,On-Air,Colorado Connection,,2017-01-06,88.5,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,,111.7,W,,08,9770,40.48500061,-106.83200073,449.625,444.625,,,,Routt,On-Air,"Colorado Connection Repeaters, Inc.",,2019-05-11,123,,,,,Statewide Linked System,123,,,,Local Steamboat Area,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net: Thu at 20:00 (All welcome). Statewide ARES Net: Sundays at 20:00.,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,D,111.84,SW,,08,16783,39.2653,-106.182,445.05,440.05,,,,Lake,On-Air,K2AD,CCARC,2018-07-07,,yes,7,,,,,,,,,,,http://www.rmham.org/,,310852,"Open Talkgroup View Assignment TS TG Access Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,RMHAM,,,,Rocky Mountain Ham Radio,,,,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,
446.7625,-5,CC,N0SZ,"Fairplay, Badger",CO,OPEN,,D,113.36,SSW,,08,12698,39.0469,-105.87,446.7625,441.7625,,,,Park,On-Air,K7PFJ,,2017-03-11,,yes,0,,,,,,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,RMHAM,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
146.88,-0.6,,WA7SNU,Wheatland,WY,OPEN,,,113.41,N,,56,47,42.0544014,-104.95200348,146.88,146.28,,,,Platte,On-Air,GPARA,,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,,113.42,N,,56,15538,42.0544014,-104.95300293,224.68,223.08,,,,Platte,On-Air,,,2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,,113.42,N,,56,16476,42.0544014,-104.95300293,449.625,444.625,,,,Platte,On-Air,,,2017-10-12,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,123,,Scottsbluff,NE,OPEN,,,113.51,NNE,,31,18469,41.86660004,-103.66699982,147.375,147.975,,,,Scotts Bluff,On-Air,,,2020-01-18,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,113.8,S,,08,56,38.77999878,-104.84999847,448.725,443.725,,,,El Paso,On-Air,KA0TTF,CCARC,2016-04-19,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,W0KAV,Scottsbluff,NE,OPEN,,,114.83,NNE,,31,111,41.88710022,-103.66400146,444.825,449.825,,,,Scotts Bluff,On-Air,W0KAV/KW0R,,2020-01-05,100,,,,,"Autopatch, e-power.",,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,CSQ,WD0BQM,Scottsbluff,NE,OPEN,,,114.83,NNE,,31,57,41.88710022,-103.66400146,145.475,144.875,,,,Scotts Bluff,On-Air,RWMC,,2018-12-02,CSQ,,,,,e-power.,,,,DN81EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,114.95,SE,,08,17059,39.05419922,-103.48000336,447,442,,,,Lincoln,On-Air,Delbert Noakes (KC0VJD),CCARC,2020-01-26,,,,,,APRS repeater &amp; I-Gate / Weather station,,yes,Open ↑ / Open ↓,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30534,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,,115.06,S,,08,8178,38.77249908,-104.99299622,147.18,147.78,,,,El Paso,On-Air,AA0SP,CCARC,2017-03-09,100,,,,,E-power (solar).,,,,DM78MS,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,,,,,,,,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,115.06,S,,08,5220,38.77259827,-104.99299622,446.95,441.95,,,,Teller,On-Air,Rocky Mountain Ham Radio,,2019-11-27,,yes,7,RMHR c Record retrieved from radioid.net,,,,,,,Monument Hill through Pueblo.,,,,,310816,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 2 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,RMHAM,,,,,,1,,"Full-time to 446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,,,,,,,,,,2,,,,,,,,,,,,
927.725,-25.7,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,,115.06,S,,08,58,38.77259827,-104.99299622,927.725,902.025,,,,Teller,On-Air,WA6IFI,CCARC,2020-01-01,,,,,,12,,,,,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. 50 mi radius. Repeater Coverage Map",,,Yahoo Group,,,,,,,,,,,,,,,,,,,,,Full-time to the The 900 P25 Network System .,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,
145.235,-0.6,CC,N0SZ,"Colorado Springs, Almagre Mountain",CO,OPEN,,D,115.1,S,,08,17250,38.77199936,-104.99299622,145.235,144.635,,,,El Paso,On-Air,RMHAM,CCARC,2019-11-27,,yes,7,c Record retrieved from radioid.net,,,,,,DM78MS,Wide area,,,Rocky Mountain Ham Radio,,310824,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Eastern Colorado 2 705 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,Voice ID is required for data/GPS/text on TG 705,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,,115.66,NNE,,31,11356,41.95100021,-103.80000305,445.1,445.1,,,,Scotts Bluff,On-Air,,,2014-04-17,100,,,,,,100,,,DN81CW,,3942,,,,,,,,,,,,,,,,,This is a simplex IRLP node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,116.24,S,,08,37,38.74520111,-104.86199951,145.13,144.53,,,,El Paso,On-Air,Colorado Connection,CCARC,2019-11-11,88.5,,,,,9,123,,,,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,,,,Linked into the Colorado Connection System,,,,,,Full-time to the Colorado Connection System .,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,116.25,S,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,El Paso,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,2019-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,116.25,S,,08,7171,38.74499893,-104.86199951,927.85,902.85,,,,Teller,On-Air,CMRG,CCARC,2017-03-09,D114,,,,,9,,,,DM78NR,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,116.25,S,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,,El Paso,On-Air,Rocky Mountain Ham Radio,CCARC,2019-11-27,,yes,1,RMHAM c Record retrieved from radioid.net,,Rocky Mountain Ham Radio Brandmeister Sites,,,,,,,,,,310857,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",2,,,,,,,,2,N0SZ Colorado Springs Brandmeister,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,116.25,S,,08,8158,38.74499893,-104.86199951,53.13,51.43,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group (CMRG),CCARC,2017-03-09,107.2,,,,,,107.2,,,DM78NR,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,116.29,S,,08,8088,38.74449921,-104.86199951,145.385,144.785,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,El Paso,Testing,Cheyenne Mountain Repeater Group (CMRG),CCARC,2019-12-29,,,,,,,,,,DM78NR,Wide area,,,http://www.cmrg.org,,,,,,,,,,,,,,,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,151.4,KD7JNQ,Torrington,WY,OPEN,,,116.5,NNE,,56,17395,42.0625,-104.18399811,448.325,443.325,,,,Goshen,,,,2018-10-26,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,
146.73,-0.6,CSQ,KF7BR,Torrington,WY,OPEN,,,116.5,NNE,,56,42,42.0625,-104.18399811,146.73,146.13,,,,Goshen,On-Air,,,2019-02-20,CSQ,,,,,,,,,DN72VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,,116.73,SW,,08,10827,39.2508,-106.293,147.24,147.84,,,,Lake,On-Air,,CCARC,2019-07-23,156.7,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,116.86,S,,08,41,38.73720169,-104.8809967,146.76,146.16,,,,El Paso,On-Air,Cheyenne Mountain Repeater Group,CCARC,2018-01-15,107.2,,,,,"Closed autopatch, e-power.",107.2,,,DM78NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,116.86,S,,08,47,38.73720169,-104.87999725,147.345,147.945,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,,"Closed autopatch, e-power.",107.2,,,DM78NR,Wide area.,3854,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,116.86,S,,08,269,38.73720169,-104.8809967,448,443,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,,,,,,DM78NR,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,116.86,S,,08,53,38.73720169,-104.8809967,448.1,443.1,,,,El Paso,On-Air,,CCARC,2018-01-15,107.2,,,,,"Closed autopatch, e-power.",107.2,,,DM78NR,Wide area.,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,116.86,S,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,,,,El Paso,On-Air,Colorado Repeater Association,CCARC,2017-11-13,107.2,,,,,"Closed autopatch, e-power.",107.2,,,,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",3990,,http://www.w0cra.org/info/cosprgs.html#145160,,,,,,,,,,,,,CRA VHF Link System,,Switch to this repeater at mile marker 170 on I-25.,347086,,,,,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,,118.28,NNE,,31,59,41.94060135,-103.65599823,147.075,147.675,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,2014-07-08,,,,,,,,,,DN81EW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,,118.51,SSW,,08,66,38.7467,-105.178,447.4,442.4,,,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,67,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,,118.52,SSW,,08,65,38.7466,-105.178,147.015,147.615,,,,Teller,On-Air,Mountain ARC,CCARC,2016-11-17,107.2,,,,,E-power.,,,,,,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 447.47500 (NX0G) at Colorado Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,,118.52,SSW,,08,64,38.7466011,-105.1780014,145.46,144.86,,,,Teller,On-Air,WB0WDF,CCARC,2012-06-15,67,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
